"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"ENST_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"ENST_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"
"chr13"	55453105	55453171	"ENSMUST00000185186.1"	"Mir6943"	"+"	"miRNA"	"chr13"	55445071	55460922	"ENSMUST00000224653.1"	"Grk6"	"+"	"protein_coding"	66	"same"
"chr13"	55477680	55477776	"ENSMUST00000183653.1"	"Mir6944"	"-"	"miRNA"	"chr13"	55473428	55488111	"ENSMUST00000021950.14"	"Dbn1"	"-"	"protein_coding"	96	"same"
"chr13"	55507624	55507692	"ENSMUST00000184300.1"	"Mir6945"	"-"	"miRNA"	"chr13"	55495794	55513438	"ENSMUST00000155098.7"	"Pdlim7"	"-"	"protein_coding"	68	"same"
"chr14"	20690634	20690703	"ENSMUST00000183515.1"	"Mir6946"	"+"	"miRNA"	"chr14"	20687235	20703012	"ENSMUST00000180987.1"	"6230400D17Rik"	"-"	"antisense"	69	"opposite"
"chr14"	20690634	20690703	"ENSMUST00000183515.1"	"Mir6946"	"+"	"miRNA"	"chr14"	20674307	20694852	"ENSMUST00000048657.9"	"Sec24c"	"+"	"protein_coding"	69	"same"
"chr14"	29988887	29988952	"ENSMUST00000198991.1"	"Mir6947"	"+"	"miRNA"	"chr14"	29978417	30006354	"ENSMUST00000224797.1"	"Actr8"	"+"	"protein_coding"	65	"same"
"chr14"	54643048	54643110	"ENSMUST00000196776.1"	"Mir6948"	"-"	"miRNA"	"chr14"	54642160	54686931	"ENSMUST00000022793.14"	"Acin1"	"-"	"protein_coding"	62	"same"
"chr14"	54643048	54643110	"ENSMUST00000196776.1"	"Mir6948"	"-"	"miRNA"	"chr14"	54640951	54648293	"ENSMUST00000169818.2"	"Gm17606"	"+"	"protein_coding"	62	"opposite"
"chr14"	56082400	56082468	"ENSMUST00000184701.1"	"Mir6949"	"-"	"miRNA"	"chr14"	56082218	56085273	"ENSMUST00000225107.1"	"Mcpt8"	"-"	"protein_coding"	68	"same"
"chr2"	155356816	155356925	"ENSMUST00000102261.1"	"Mir695"	"+"	"miRNA"	"chr2"	155278242	155357430	"ENSMUST00000077626.12"	"Pigu"	"-"	"protein_coding"	109	"opposite"
"chr14"	69692247	69692320	"ENSMUST00000184438.1"	"Mir6950"	"+"	"miRNA"	"chr14"	69609067	69695834	"ENSMUST00000022660.13"	"Loxl2"	"+"	"protein_coding"	73	"same"
"chr15"	38490472	38490547	"ENSMUST00000183910.1"	"Mir6951"	"-"	"miRNA"	"chr15"	38487426	38519266	"ENSMUST00000065308.12"	"Azin1"	"-"	"protein_coding"	75	"same"
"chr15"	76064827	76064888	"ENSMUST00000185092.1"	"Mir6952"	"-"	"miRNA"	"chr15"	76047157	76069784	"ENSMUST00000109946.8"	"Scrib"	"-"	"protein_coding"	61	"same"
"chr15"	76248190	76248258	"ENSMUST00000184745.1"	"Mir6953"	"+"	"miRNA"	"chr15"	76246774	76249904	"ENSMUST00000023225.7"	"Grina"	"+"	"protein_coding"	68	"same"
"chr15"	76433213	76433273	"ENSMUST00000183412.1"	"Mir6954"	"+"	"miRNA"	"chr15"	76380512	76453038	"ENSMUST00000096385.10"	"Mroh1"	"+"	"protein_coding"	60	"same"
"chr15"	78891839	78891913	"ENSMUST00000183370.1"	"Mir6955"	"+"	"miRNA"	"chr15"	78877189	78894585	"ENSMUST00000041587.7"	"Gga1"	"+"	"protein_coding"	74	"same"
"chr15"	79002222	79002284	"ENSMUST00000183598.1"	"Mir6956"	"+"	"miRNA"	"chr15"	78947723	79005869	"ENSMUST00000109690.10"	"Triobp"	"+"	"protein_coding"	62	"same"
"chr15"	79002222	79002284	"ENSMUST00000183598.1"	"Mir6956"	"+"	"miRNA"	"chr15"	78994954	79011041	"ENSMUST00000230425.1"	"Gm10865"	"-"	"antisense"	62	"opposite"
"chr15"	80646072	80646136	"ENSMUST00000183708.1"	"Mir6957"	"+"	"miRNA"	"chr15"	80572593	80648793	"ENSMUST00000230856.1"	"Grap2"	"+"	"protein_coding"	64	"same"
"chr15"	89185464	89185537	"ENSMUST00000184207.1"	"Mir6958"	"-"	"miRNA"	"chr15"	89182216	89196496	"ENSMUST00000229935.1"	"Dennd6b"	"-"	"protein_coding"	73	"same"
"chr15"	89305657	89305732	"ENSMUST00000184827.1"	"Mir6959"	"-"	"miRNA"	"chr15"	89288235	89315311	"ENSMUST00000123791.7"	"Sbf1"	"-"	"protein_coding"	75	"same"
"chr15"	99080804	99080865	"ENSMUST00000183449.1"	"Mir6960"	"+"	"miRNA"	"chr15"	99074574	99083409	"ENSMUST00000230054.1"	"Troap"	"+"	"protein_coding"	61	"same"
"chr15"	100649162	100649229	"ENSMUST00000183874.1"	"Mir6961"	"-"	"miRNA"	"chr15"	100641076	100669553	"ENSMUST00000183211.7"	"Bin2"	"-"	"protein_coding"	67	"same"
"chr15"	101193868	101193931	"ENSMUST00000199512.1"	"Mir6962"	"+"	"miRNA"	"chr15"	101174066	101213684	"ENSMUST00000000544.11"	"Acvr1b"	"+"	"protein_coding"	63	"same"
"chr15"	103350454	103350525	"ENSMUST00000183535.1"	"Mir6963"	"-"	"miRNA"	"chr15"	103344285	103366763	"ENSMUST00000023128.7"	"Itga5"	"-"	"protein_coding"	71	"same"
"chr16"	97877232	97877291	"ENSMUST00000200252.1"	"Mir6964"	"-"	"miRNA"	"chr16"	97855208	97922633	"ENSMUST00000170757.2"	"C2cd2"	"-"	"protein_coding"	59	"same"
"chr17"	24240883	24240947	"ENSMUST00000184733.1"	"Mir6965"	"-"	"miRNA"	"chr17"	24222197	24251409	"ENSMUST00000115390.4"	"Ccnf"	"-"	"protein_coding"	64	"same"
"chr17"	25780807	25780879	"ENSMUST00000183975.1"	"Mir6966"	"+"	"miRNA"	"chr17"	25779842	25785540	"ENSMUST00000140738.7"	"Haghl"	"-"	"protein_coding"	72	"opposite"
"chr17"	25780807	25780879	"ENSMUST00000183975.1"	"Mir6966"	"+"	"miRNA"	"chr17"	25773775	25783332	"ENSMUST00000002350.10"	"Ciao3"	"+"	"protein_coding"	72	"same"
"chr17"	26935471	26935539	"ENSMUST00000184739.1"	"Mir6968"	"+"	"miRNA"	"chr17"	26933051	26937908	"ENSMUST00000073724.6"	"Phf1"	"+"	"protein_coding"	68	"same"
"chr17"	26935471	26935539	"ENSMUST00000184739.1"	"Mir6968"	"+"	"miRNA"	"chr17"	26933818	26939448	"ENSMUST00000235951.1"	"Cuta"	"-"	"protein_coding"	68	"opposite"
"chr17"	28558440	28558501	"ENSMUST00000183777.1"	"Mir6969"	"-"	"miRNA"	"chr17"	28558148	28560766	"ENSMUST00000025062.4"	"Clps"	"-"	"protein_coding"	61	"same"
"chr4"	124731693	124731802	"ENSMUST00000102316.1"	"Mir697"	"+"	"miRNA"	"chr4"	124714775	124732460	"ENSMUST00000030734.4"	"Sf3a3"	"+"	"protein_coding"	109	"same"
"chr17"	34845100	34845167	"ENSMUST00000184474.1"	"Mir6970"	"-"	"miRNA"	"chr17"	34839227	34850210	"ENSMUST00000174226.7"	"Skiv2l"	"-"	"protein_coding"	67	"same"
"chr17"	34841808	34841871	"ENSMUST00000183497.1"	"Mir6971"	"-"	"miRNA"	"chr17"	34839227	34850210	"ENSMUST00000174226.7"	"Skiv2l"	"-"	"protein_coding"	63	"same"
"chr17"	34857568	34857632	"ENSMUST00000184774.1"	"Mir6972"	"-"	"miRNA"	"chr17"	34856373	34862518	"ENSMUST00000128767.7"	"Cfb"	"-"	"protein_coding"	64	"same"
"chr17"	34857568	34857632	"ENSMUST00000184774.1"	"Mir6972"	"-"	"miRNA"	"chr17"	34856411	34882042	"ENSMUST00000146299.7"	"Gm20547"	"-"	"protein_coding"	64	"same"
"chr17"	35194971	35195049	"ENSMUST00000183646.1"	"Mir6973a"	"+"	"miRNA"	"chr17"	35194438	35196302	"ENSMUST00000025262.5"	"Ltb"	"+"	"protein_coding"	78	"same"
"chr2"	131040318	131040398	"ENSMUST00000184185.1"	"Mir6973b"	"-"	"miRNA"	"chr2"	131039631	131043088	"ENSMUST00000110240.9"	"Gfra4"	"-"	"protein_coding"	80	"same"
"chr17"	35204474	35204557	"ENSMUST00000184381.1"	"Mir6974"	"-"	"miRNA"	"chr17"	35203164	35205351	"ENSMUST00000025266.5"	"Lta"	"-"	"protein_coding"	83	"same"
"chr17"	35244074	35244135	"ENSMUST00000184879.1"	"Mir6975"	"+"	"miRNA"	"chr17"	35241745	35253707	"ENSMUST00000068056.11"	"Ddx39b"	"+"	"protein_coding"	61	"same"
"chr17"	46553826	46553889	"ENSMUST00000199897.1"	"Mir6976"	"-"	"miRNA"	"chr17"	46548328	46556175	"ENSMUST00000015749.6"	"Srf"	"-"	"protein_coding"	63	"same"
"chr17"	56418845	56418909	"ENSMUST00000184960.1"	"Mir6977"	"-"	"miRNA"	"chr17"	56412432	56476483	"ENSMUST00000067538.5"	"Ptprs"	"-"	"protein_coding"	64	"same"
"chr17"	57217171	57217228	"ENSMUST00000184453.1"	"Mir6978"	"-"	"miRNA"	"chr17"	57203969	57228136	"ENSMUST00000024988.14"	"C3"	"-"	"protein_coding"	57	"same"
"chr18"	37854604	37854660	"ENSMUST00000183927.1"	"Mir6979"	"-"	"miRNA"	"chr18"	37843600	37935476	"ENSMUST00000115634.7"	"Diaph1"	"-"	"protein_coding"	56	"same"
"chr4"	124743780	124743889	"ENSMUST00000102164.1"	"Mir698"	"+"	"miRNA"	"chr4"	124735729	124751354	"ENSMUST00000131381.1"	"Gm12915"	"-"	"processed_transcript"	109	"opposite"
"chr4"	124743780	124743889	"ENSMUST00000102164.1"	"Mir698"	"+"	"miRNA"	"chr4"	124741849	124801511	"ENSMUST00000094782.9"	"Inpp5b"	"+"	"protein_coding"	109	"same"
"chr18"	37990886	37990945	"ENSMUST00000185063.1"	"Mir6980"	"-"	"miRNA"	"chr18"	37972627	37998908	"ENSMUST00000237272.1"	"Arap3"	"-"	"protein_coding"	59	"same"
"chr18"	37974502	37974617	"ENSMUST00000184293.1"	"Mir6981"	"-"	"miRNA"	"chr18"	37972627	37998908	"ENSMUST00000237272.1"	"Arap3"	"-"	"protein_coding"	115	"same"
"chr18"	60958072	60958140	"ENSMUST00000184354.1"	"Mir6982"	"+"	"miRNA"	"chr18"	60925617	60988152	"ENSMUST00000102888.9"	"Camk2a"	"+"	"protein_coding"	68	"same"
"chr18"	61117467	61117531	"ENSMUST00000183458.1"	"Mir6983"	"+"	"miRNA"	"chr18"	61105851	61132149	"ENSMUST00000115268.3"	"Csf1r"	"+"	"protein_coding"	64	"same"
"chr19"	3288919	3288983	"ENSMUST00000185105.1"	"Mir6984"	"+"	"miRNA"	"chr19"	3282900	3292837	"ENSMUST00000025745.9"	"Mrpl21"	"+"	"protein_coding"	64	"same"
"chr19"	4263817	4263878	"ENSMUST00000184641.1"	"Mir6985"	"-"	"miRNA"	"chr19"	4261667	4269180	"ENSMUST00000037992.15"	"Ssh3"	"-"	"protein_coding"	61	"same"
"chr19"	4623897	4623955	"ENSMUST00000184483.1"	"Mir6986"	"-"	"miRNA"	"chr19"	4622590	4625641	"ENSMUST00000225476.1"	"Rce1"	"-"	"protein_coding"	58	"same"
"chr19"	5679003	5679076	"ENSMUST00000184789.1"	"Mir6987"	"-"	"miRNA"	"chr19"	5664634	5688908	"ENSMUST00000113615.8"	"Pcnx3"	"-"	"protein_coding"	73	"same"
"chr19"	6051333	6051392	"ENSMUST00000184338.1"	"Mir6988"	"+"	"miRNA"	"chr19"	6046575	6053712	"ENSMUST00000138532.7"	"Syvn1"	"+"	"protein_coding"	59	"same"
"chr19"	6346479	6346544	"ENSMUST00000184812.1"	"Mir6989"	"+"	"miRNA"	"chr19"	6341134	6355612	"ENSMUST00000133696.7"	"Map4k2"	"+"	"protein_coding"	65	"same"
"chr19"	6914195	6914286	"ENSMUST00000183724.1"	"Mir6990"	"-"	"miRNA"	"chr19"	6910976	6921840	"ENSMUST00000239322.1"	"Esrra"	"-"	"protein_coding"	91	"same"
"chr19"	7422572	7422642	"ENSMUST00000183837.1"	"Mir6991"	"+"	"miRNA"	"chr19"	7417624	7425904	"ENSMUST00000159348.2"	"2700081O15Rik"	"+"	"protein_coding"	70	"same"
"chr19"	8742970	8743079	"ENSMUST00000183342.1"	"Mir6992"	"+"	"miRNA"	"chr19"	8741412	8756069	"ENSMUST00000176381.7"	"Stx5a"	"+"	"protein_coding"	109	"same"
"chr19"	10191374	10191439	"ENSMUST00000184912.1"	"Mir6993"	"+"	"miRNA"	"chr19"	10182887	10196874	"ENSMUST00000010807.5"	"Fads1"	"+"	"protein_coding"	65	"same"
"chr19"	11923727	11923800	"ENSMUST00000198985.1"	"Mir6994"	"+"	"miRNA"	"chr19"	11912398	11945091	"ENSMUST00000061618.8"	"Patl1"	"+"	"protein_coding"	73	"same"
"chr19"	47273518	47273589	"ENSMUST00000183658.1"	"Mir6995"	"-"	"miRNA"	"chr19"	47260173	47464401	"ENSMUST00000081619.9"	"Sh3pxd2a"	"-"	"protein_coding"	71	"same"
"chr2"	26470058	26470119	"ENSMUST00000183922.1"	"Mir6996"	"-"	"miRNA"	"chr2"	26457902	26503822	"ENSMUST00000028288.4"	"Notch1"	"-"	"protein_coding"	61	"same"
"chr2"	29995949	29996020	"ENSMUST00000184313.1"	"Mir6997"	"+"	"miRNA"	"chr2"	29965559	30031451	"ENSMUST00000113717.7"	"Sptan1"	"+"	"protein_coding"	71	"same"
"chr2"	31612420	31612484	"ENSMUST00000183343.1"	"Mir6998"	"+"	"miRNA"	"chr2"	31572650	31617526	"ENSMUST00000113482.7"	"Fubp3"	"+"	"protein_coding"	64	"same"
"chr2"	91944869	91944930	"ENSMUST00000183498.1"	"Mir6999"	"-"	"miRNA"	"chr2"	91932823	91975864	"ENSMUST00000099709.9"	"Dgkz"	"-"	"protein_coding"	61	"same"
"chr13"	58392778	58392886	"ENSMUST00000083500.1"	"Mir7-1"	"-"	"miRNA"	"chr13"	58391141	58403343	"ENSMUST00000116403.8"	"Hnrnpk"	"-"	"protein_coding"	108	"same"
"chr4"	135416554	135416633	"ENSMUST00000102169.1"	"Mir700"	"-"	"miRNA"	"chr4"	135412307	135433853	"ENSMUST00000030606.13"	"Rcan3"	"-"	"protein_coding"	79	"same"
"chr2"	92387383	92387446	"ENSMUST00000183506.1"	"Mir7000"	"-"	"miRNA"	"chr2"	92383679	92401263	"ENSMUST00000050312.2"	"Mapk8ip1"	"-"	"protein_coding"	63	"same"
"chr2"	93421928	93422007	"ENSMUST00000184769.1"	"Mir7001"	"-"	"miRNA"	"chr2"	93419115	93462946	"ENSMUST00000116457.8"	"Cd82"	"-"	"protein_coding"	79	"same"
"chr2"	114150515	114150570	"ENSMUST00000184524.1"	"Mir7002"	"-"	"miRNA"	"chr2"	114101169	114175339	"ENSMUST00000043160.12"	"Aqr"	"-"	"protein_coding"	55	"same"
"chr2"	163068089	163068155	"ENSMUST00000184607.1"	"Mir7003"	"+"	"miRNA"	"chr2"	163054686	163084688	"ENSMUST00000018005.9"	"Mybl2"	"+"	"protein_coding"	66	"same"
"chr2"	168640695	168640759	"ENSMUST00000200215.1"	"Mir7004"	"-"	"miRNA"	"chr2"	168634437	168742133	"ENSMUST00000109177.7"	"Atp9a"	"-"	"protein_coding"	64	"same"
"chr2"	180179754	180179823	"ENSMUST00000185089.1"	"Mir7005"	"-"	"miRNA"	"chr2"	180176372	180225859	"ENSMUST00000015791.5"	"Lama5"	"-"	"protein_coding"	69	"same"
"chr2"	181587899	181587968	"ENSMUST00000183624.1"	"Mir7006"	"-"	"miRNA"	"chr2"	181582102	181592803	"ENSMUST00000108789.8"	"Zfp512b"	"-"	"protein_coding"	69	"same"
"chr3"	20222289	20222359	"ENSMUST00000184606.1"	"Mir7007"	"-"	"miRNA"	"chr3"	20215619	20242181	"ENSMUST00000001921.2"	"Cpa3"	"-"	"protein_coding"	70	"same"
"chr3"	31038965	31039028	"ENSMUST00000184398.1"	"Mir7008"	"+"	"miRNA"	"chr3"	30995746	31052959	"ENSMUST00000108249.8"	"Prkci"	"+"	"protein_coding"	63	"same"
"chr3"	36475460	36475524	"ENSMUST00000184519.1"	"Mir7009"	"-"	"miRNA"	"chr3"	36448922	36475894	"ENSMUST00000029266.13"	"Anxa5"	"-"	"protein_coding"	64	"same"
"chr5"	111004143	111004252	"ENSMUST00000102208.1"	"Mir701"	"+"	"miRNA"	"chr5"	110879802	111289780	"ENSMUST00000156290.8"	"Ttc28"	"+"	"protein_coding"	109	"same"
"chr3"	82106246	82106309	"ENSMUST00000183464.1"	"Mir7010"	"-"	"miRNA"	"chr3"	82092436	82145787	"ENSMUST00000048976.7"	"Gucy1a1"	"-"	"protein_coding"	63	"same"
"chr3"	88440878	88440951	"ENSMUST00000183768.1"	"Mir7011"	"-"	"miRNA"	"chr3"	88435961	88461182	"ENSMUST00000166237.7"	"Sema4a"	"-"	"protein_coding"	73	"same"
"chr3"	90270148	90270212	"ENSMUST00000183900.1"	"Mir7012"	"+"	"miRNA"	"chr3"	90265184	90280669	"ENSMUST00000129564.7"	"Dennd4b"	"+"	"protein_coding"	64	"same"
"chr3"	95004167	95004239	"ENSMUST00000183540.1"	"Mir7013"	"+"	"miRNA"	"chr3"	94974730	95006843	"ENSMUST00000072287.11"	"Pi4kb"	"+"	"protein_coding"	72	"same"
"chr3"	95004167	95004239	"ENSMUST00000183540.1"	"Mir7013"	"+"	"miRNA"	"chr3"	94998833	95004869	"ENSMUST00000143287.1"	"Gm15265"	"-"	"antisense"	72	"opposite"
"chr3"	95734910	95734973	"ENSMUST00000183853.1"	"Mir7014"	"-"	"miRNA"	"chr3"	95734146	95739569	"ENSMUST00000117507.8"	"Ecm1"	"-"	"protein_coding"	63	"same"
"chr4"	120973258	120973322	"ENSMUST00000199525.1"	"Mir7015"	"-"	"miRNA"	"chr4"	120968316	121017247	"ENSMUST00000043200.7"	"Smap2"	"-"	"protein_coding"	64	"same"
"chr4"	129684499	129684571	"ENSMUST00000184308.1"	"Mir7016"	"-"	"miRNA"	"chr4"	129676354	129696838	"ENSMUST00000102588.9"	"Tmem39b"	"-"	"protein_coding"	72	"same"
"chr4"	133195654	133195716	"ENSMUST00000184894.1"	"Mir7017"	"+"	"miRNA"	"chr4"	133130504	133199756	"ENSMUST00000084241.11"	"Wasf2"	"+"	"protein_coding"	62	"same"
"chr4"	137538285	137538370	"ENSMUST00000184284.1"	"Mir7018"	"+"	"miRNA"	"chr4"	137468768	137570630	"ENSMUST00000030547.14"	"Hspg2"	"+"	"protein_coding"	85	"same"
"chr4"	138316131	138316200	"ENSMUST00000183998.1"	"Mir7019"	"-"	"miRNA"	"chr4"	138313411	138326307	"ENSMUST00000030536.12"	"Pink1"	"-"	"protein_coding"	69	"same"
"chr5"	136991432	136991541	"ENSMUST00000102285.1"	"Mir702"	"+"	"miRNA"	"chr5"	136987018	136996648	"ENSMUST00000004968.10"	"Plod3"	"+"	"protein_coding"	109	"same"
"chr4"	139644041	139644111	"ENSMUST00000183787.1"	"Mir7020"	"+"	"miRNA"	"chr4"	139603185	139662691	"ENSMUST00000178644.1"	"Gm21969"	"+"	"protein_coding"	70	"same"
"chr4"	139644041	139644111	"ENSMUST00000183787.1"	"Mir7020"	"+"	"miRNA"	"chr4"	139622865	139649690	"ENSMUST00000039818.9"	"Aldh4a1"	"+"	"protein_coding"	70	"same"
"chr4"	143136099	143136162	"ENSMUST00000197026.1"	"Mir7021"	"-"	"miRNA"	"chr4"	143107390	143212705	"ENSMUST00000105778.7"	"Prdm2"	"-"	"protein_coding"	63	"same"
"chr4"	148146935	148146996	"ENSMUST00000183749.1"	"Mir7022"	"-"	"miRNA"	"chr4"	148145715	148152135	"ENSMUST00000168503.7"	"Fbxo6"	"-"	"protein_coding"	61	"same"
"chr4"	149655503	149655567	"ENSMUST00000185093.1"	"Mir7023"	"-"	"miRNA"	"chr4"	149649169	149701590	"ENSMUST00000122059.7"	"Pik3cd"	"-"	"protein_coding"	64	"same"
"chr5"	33898909	33898971	"ENSMUST00000183676.1"	"Mir7024"	"-"	"miRNA"	"chr5"	33897915	33936413	"ENSMUST00000030993.7"	"Nelfa"	"-"	"protein_coding"	62	"same"
"chr5"	75176830	75176904	"ENSMUST00000183797.1"	"Mir7025"	"+"	"miRNA"	"chr5"	75152305	75198215	"ENSMUST00000000476.14"	"Pdgfra"	"+"	"protein_coding"	74	"same"
"chr5"	110666074	110666141	"ENSMUST00000184384.1"	"Mir7026"	"-"	"miRNA"	"chr5"	110664372	110770717	"ENSMUST00000112435.8"	"Ep400"	"-"	"protein_coding"	67	"same"
"chr5"	114404467	114404539	"ENSMUST00000183408.1"	"Mir7027"	"+"	"miRNA"	"chr5"	114380606	114421169	"ENSMUST00000074002.11"	"Ube3b"	"+"	"protein_coding"	72	"same"
"chr5"	114719514	114719578	"ENSMUST00000185016.1"	"Mir7028"	"+"	"miRNA"	"chr5"	114707759	114722327	"ENSMUST00000094441.10"	"Tchp"	"+"	"protein_coding"	64	"same"
"chr5"	115580948	115581009	"ENSMUST00000184777.1"	"Mir7029"	"+"	"miRNA"	"chr5"	115565253	115622654	"ENSMUST00000064454.11"	"Gcn1"	"+"	"protein_coding"	61	"same"
"chr5"	98475555	98475664	"ENSMUST00000197105.1"	"Mir703"	"-"	"miRNA"	"chr5"	98329303	98802019	"ENSMUST00000080333.7"	"Cfap299"	"+"	"protein_coding"	109	"opposite"
"chr5"	115645572	115645632	"ENSMUST00000183566.1"	"Mir7030"	"+"	"miRNA"	"chr5"	115631907	115647736	"ENSMUST00000031492.14"	"Rab35"	"+"	"protein_coding"	60	"same"
"chr5"	121819208	121819273	"ENSMUST00000183860.1"	"Mir7031"	"-"	"miRNA"	"chr5"	121815487	121836825	"ENSMUST00000136960.7"	"Sh2b3"	"-"	"protein_coding"	65	"same"
"chr5"	123996851	123996930	"ENSMUST00000185154.1"	"Mir7032"	"+"	"miRNA"	"chr5"	123973627	124005558	"ENSMUST00000000939.14"	"Hip1r"	"+"	"protein_coding"	79	"same"
"chr5"	135383729	135383810	"ENSMUST00000184259.1"	"Mir7033"	"-"	"miRNA"	"chr5"	135376140	135394546	"ENSMUST00000111171.5"	"Pom121"	"-"	"protein_coding"	81	"same"
"chr5"	135735805	135735889	"ENSMUST00000184682.1"	"Mir7034"	"-"	"miRNA"	"chr5"	135735484	135744448	"ENSMUST00000043378.8"	"Tmem120a"	"-"	"protein_coding"	84	"same"
"chr5"	136105521	136105603	"ENSMUST00000184713.1"	"Mir7035"	"+"	"miRNA"	"chr5"	136083915	136111860	"ENSMUST00000042135.13"	"Rasa4"	"+"	"protein_coding"	82	"same"
"chr5"	137296623	137296688	"ENSMUST00000184197.1"	"Mir7036"	"-"	"miRNA"	"chr5"	137295703	137307674	"ENSMUST00000040873.11"	"Srrt"	"-"	"protein_coding"	65	"same"
"chr5"	34574150	34574213	"ENSMUST00000184791.1"	"Mir7036b"	"+"	"miRNA"	"chr5"	34573663	34632308	"ENSMUST00000114338.8"	"Add1"	"+"	"protein_coding"	63	"same"
"chr5"	139767878	139767943	"ENSMUST00000184414.1"	"Mir7037"	"-"	"miRNA"	"chr5"	139751281	139775673	"ENSMUST00000072607.8"	"Ints1"	"-"	"protein_coding"	65	"same"
"chr5"	140427338	140427409	"ENSMUST00000184833.1"	"Mir7038"	"+"	"miRNA"	"chr5"	140419327	140443360	"ENSMUST00000100507.7"	"Eif3b"	"+"	"protein_coding"	71	"same"
"chr5"	144896731	144896816	"ENSMUST00000183852.1"	"Mir7039"	"-"	"miRNA"	"chr5"	144876501	144965847	"ENSMUST00000085684.10"	"Smurf1"	"-"	"protein_coding"	85	"same"
"chr6"	47803575	47803652	"ENSMUST00000102106.1"	"Mir704"	"-"	"miRNA"	"chr6"	47796140	47813430	"ENSMUST00000077290.8"	"Pdia4"	"-"	"protein_coding"	77	"same"
"chr6"	83049710	83049773	"ENSMUST00000184661.1"	"Mir7040"	"+"	"miRNA"	"chr6"	83034172	83052562	"ENSMUST00000000707.8"	"Loxl3"	"+"	"protein_coding"	63	"same"
"chr6"	94606363	94606415	"ENSMUST00000183891.1"	"Mir7041"	"-"	"miRNA"	"chr6"	94604528	94700158	"ENSMUST00000204645.2"	"Lrig1"	"-"	"protein_coding"	52	"same"
"chr6"	113707207	113707265	"ENSMUST00000200187.1"	"Mir7042"	"+"	"miRNA"	"chr6"	113697049	113711069	"ENSMUST00000089018.10"	"Tatdn2"	"+"	"protein_coding"	58	"same"
"chr6"	116645977	116646047	"ENSMUST00000184219.1"	"Mir7043"	"-"	"miRNA"	"chr6"	116633007	116673952	"ENSMUST00000035842.6"	"Rassf4"	"-"	"protein_coding"	70	"same"
"chr6"	118085191	118085263	"ENSMUST00000184597.1"	"Mir7044"	"+"	"miRNA"	"chr6"	118011437	118091546	"ENSMUST00000164960.3"	"Rasgef1a"	"+"	"protein_coding"	72	"same"
"chr6"	125097023	125097086	"ENSMUST00000183346.1"	"Mir7045"	"+"	"miRNA"	"chr6"	125095980	125130591	"ENSMUST00000056889.14"	"Chd4"	"+"	"protein_coding"	63	"same"
"chr7"	24970009	24970075	"ENSMUST00000183435.1"	"Mir7046"	"-"	"miRNA"	"chr7"	24969751	24972754	"ENSMUST00000076961.8"	"Rabac1"	"-"	"protein_coding"	66	"same"
"chr7"	24987603	24987667	"ENSMUST00000184595.1"	"Mir7047"	"-"	"miRNA"	"chr7"	24978166	25005958	"ENSMUST00000080882.10"	"Atp1a3"	"-"	"protein_coding"	64	"same"
"chr7"	25217667	25217725	"ENSMUST00000184632.1"	"Mir7048"	"-"	"miRNA"	"chr7"	25199914	25219859	"ENSMUST00000206750.1"	"Dedd2"	"-"	"protein_coding"	58	"same"
"chr7"	28560924	28560984	"ENSMUST00000183983.1"	"Mir7049"	"-"	"miRNA"	"chr7"	28558818	28598185	"ENSMUST00000108283.7"	"Pak4"	"-"	"protein_coding"	60	"same"
"chr7"	28560924	28560984	"ENSMUST00000183983.1"	"Mir7049"	"-"	"miRNA"	"chr7"	28399548	28598144	"ENSMUST00000040531.8"	"Samd4b"	"-"	"protein_coding"	60	"same"
"chr6"	85336291	85336373	"ENSMUST00000102058.1"	"Mir705"	"-"	"miRNA"	"chr6"	85334966	85374634	"ENSMUST00000204087.1"	"Rab11fip5"	"-"	"protein_coding"	82	"same"
"chr7"	31040257	31040317	"ENSMUST00000184636.1"	"Mir7050"	"-"	"miRNA"	"chr7"	31032725	31042481	"ENSMUST00000161684.7"	"Fxyd5"	"-"	"protein_coding"	60	"same"
"chr7"	43457496	43457569	"ENSMUST00000184167.1"	"Mir7051"	"+"	"miRNA"	"chr7"	43444130	43463587	"ENSMUST00000204680.1"	"Etfbl"	"+"	"protein_coding"	73	"same"
"chr7"	43457496	43457569	"ENSMUST00000184167.1"	"Mir7051"	"+"	"miRNA"	"chr7"	43444082	43457800	"ENSMUST00000004729.4"	"Etfb"	"+"	"protein_coding"	73	"same"
"chr7"	44470346	44470411	"ENSMUST00000184821.1"	"Mir7052"	"+"	"miRNA"	"chr7"	44467979	44471652	"ENSMUST00000035844.10"	"Josd2"	"+"	"protein_coding"	65	"same"
"chr7"	44538105	44538178	"ENSMUST00000184044.1"	"Mir7053"	"-"	"miRNA"	"chr7"	44532745	44548847	"ENSMUST00000049343.14"	"Pold1"	"-"	"protein_coding"	73	"same"
"chr7"	45012425	45012487	"ENSMUST00000183606.1"	"Mir7054"	"-"	"miRNA"	"chr7"	45002947	45016363	"ENSMUST00000085383.10"	"Scaf1"	"-"	"protein_coding"	62	"same"
