"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"ENST_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"ENST_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"	"pairid"
"12454"	"chr6"	31508877	31508955	"ENST00000584275.1"	"SNORD84"	"-"	"snoRNA"	"chr6"	31497995	31514359	"ENST00000376185.5_3"	"ATP6V1G2-DDX39B"	"-"	"nonsense_mediated_decay"	78	"same"	"12454_ID"
"12455"	"chr1"	31441010	31441083	"ENST00000363311.1"	"SNORD85"	"-"	"snoRNA"	"chr1"	31404352	31538564	"ENST00000426105.7_4"	"PUM1"	"-"	"protein_coding"	73	"same"	"12455_ID"
"12456"	"chr20"	2636742	2636828	"ENST00000391196.1"	"SNORD86"	"+"	"snoRNA"	"chr20"	2633277	2639039	"ENST00000329276.10_2"	"NOP56"	"+"	"protein_coding"	86	"same"	"12456_ID"
"12457"	"chr12"	13124986	13125077	"ENST00000408684.1"	"SNORD88"	"+"	"snoRNA"	"chr12"	13080667	13137015	"ENST00000542078.2_2"	"GPRC5D-AS1"	"+"	"lncRNA"	91	"same"	"12457_ID"
"12458"	"chr2"	101889397	101889511	"ENST00000390981.1"	"SNORD89"	"-"	"snoRNA"	"chr2"	101887683	101925163	"ENST00000424632.5_3"	"RNF149"	"-"	"nonsense_mediated_decay"	114	"same"	"12458_ID"
"12459"	"chr14"	21860308	21860412	"ENST00000362566.1"	"SNORD9"	"-"	"snoRNA"	"chr14"	21853357	21924282	"ENST00000646647.2_4"	"CHD8"	"-"	"protein_coding"	104	"same"	"12459_ID"
"12460"	"chr9"	125642491	125642602	"ENST00000391145.1"	"SNORD90"	"-"	"snoRNA"	"chr9"	125606834	125667638	"ENST00000357244.7_5"	"RC3H2"	"-"	"protein_coding"	111	"same"	"12460_ID"
"12461"	"chr17"	2233473	2233664	"ENST00000609620.2_1"	"SNORD91A"	"-"	"snoRNA"	"chr17"	2225689	2239751	"ENST00000301364.10_3"	"TSR1"	"-"	"protein_coding"	191	"same"	"12461_ID"
"12462"	"chr17"	2232309	2232531	"ENST00000608459.2_1"	"SNORD91B"	"-"	"snoRNA"	"chr17"	2225689	2239751	"ENST00000301364.10_3"	"TSR1"	"-"	"protein_coding"	222	"same"	"12462_ID"
"12463"	"chr2"	29136529	29136614	"ENST00000585078.1"	"SNORD92"	"+"	"snoRNA"	"chr2"	29117532	29171085	"ENST00000407426.8_2"	"WDR43"	"+"	"protein_coding"	85	"same"	"12463_ID"
"12464"	"chr7"	22896231	22896305	"ENST00000408813.1"	"SNORD93"	"+"	"snoRNA"	"chr7"	22893777	22912564	"ENST00000656301.1_1"	"SNHG26"	"+"	"lncRNA"	74	"same"	"12464_ID"
"12465"	"chr2"	86362992	86363129	"ENST00000386037.1"	"SNORD94"	"+"	"snoRNA"	"chr2"	86333357	86369280	"ENST00000254630.12_3"	"PTCD3"	"+"	"protein_coding"	137	"same"	"12465_ID"
"12466"	"chr5"	180668813	180668892	"ENST00000606577.1"	"SNORD96A"	"-"	"snoRNA"	"chr5"	180665169	180675096	"ENST00000507000.5_4"	"RACK1"	"-"	"protein_coding"	79	"same"	"12466_ID"
"12467"	"chrX"	109468212	109468291	"ENST00000386148.1"	"SNORD96B"	"-"	"snoRNA"	"chrX"	109439637	109683461	"ENST00000372057.1_3"	"AMMECR1"	"-"	"protein_coding"	79	"same"	"12467_ID"
"12468"	"chr11"	10823013	10823155	"ENST00000459187.1"	"SNORD97"	"-"	"snoRNA"	"chr11"	10818600	10830473	"ENST00000339995.11_7"	"EIF4G2"	"-"	"protein_coding"	142	"same"	"12468_ID"
"12469"	"chr11"	10823013	10823155	"ENST00000459187.1"	"SNORD97"	"-"	"snoRNA"	"chr11"	10797067	10823172	"ENST00000532365.2_2"	"CTR9"	"+"	"nonsense_mediated_decay"	142	"opposite"	"12469_ID"
"12470"	"chr10"	70514928	70514995	"ENST00000408255.1"	"SNORD98"	"+"	"snoRNA"	"chr10"	70480900	70552132	"ENST00000630771.2_1"	"CCAR1"	"+"	"protein_coding"	67	"same"	"12470_ID"
"12471"	"chr1"	28905260	28905334	"ENST00000408612.1"	"SNORD99"	"-"	"snoRNA"	"chr1"	28905049	28909498	"ENST00000648127.1_3"	"SNHG12"	"-"	"lncRNA"	74	"same"	"12471_ID"
"12472"	"chr11"	112473076	112473175	"ENST00000391095.1"	"snosnR66"	"-"	"snoRNA"	"chr11"	112263896	112495290	"ENST00000665326.1_1"	"LINC02763"	"+"	"lncRNA"	99	"opposite"	"12472_ID"
"12473"	"chrX"	20154183	20154253	"ENST00000365012.1"	"snoU2-30"	"-"	"snoRNA"	"chrX"	20142642	20159956	"ENST00000379607.10_4"	"EIF1AX"	"-"	"protein_coding"	70	"same"	"12473_ID"
"12474"	"chr9"	120493652	120493749	"ENST00000516038.1"	"snoZ13_snr52"	"-"	"snoRNA"	"chr9"	120466680	120834592	"ENST00000665764.1_1"	"AL160272.2"	"+"	"nonsense_mediated_decay"	97	"opposite"	"12474_ID"
"12475"	"chr7"	116073267	116073354	"ENST00000516863.1"	"snoZ185"	"+"	"snoRNA"	"chr7"	115928126	116146162	"ENST00000472470.5_1"	"CAV2"	"+"	"processed_transcript"	87	"same"	"12475_ID"
"12476"	"chr7"	116073267	116073354	"ENST00000516863.1"	"snoZ185"	"+"	"snoRNA"	"chr7"	115878313	116139519	"ENST00000446355.2_3"	"AC002066.1"	"-"	"lncRNA"	87	"opposite"	"12476_ID"
"12477"	"chr15"	29526071	29526183	"ENST00000517059.1"	"snoZ278"	"+"	"snoRNA"	"chr15"	29412456	29862927	"ENST00000261275.4_4"	"FAM189A1"	"-"	"protein_coding"	112	"opposite"	"12477_ID"
"12478"	"chr2"	159390711	159390796	"ENST00000515912.1"	"snoZ5"	"+"	"snoRNA"	"chr2"	159313610	159539391	"ENST00000389757.7_2"	"PKP4"	"+"	"protein_coding"	85	"same"	"12478_ID"
"12479"	"chr3"	43388414	43393644	"ENST00000607513.2_4"	"SNRK-AS1"	"-"	"lncRNA"	"chr3"	43384842	43466256	"ENST00000468628.2_1"	"SNRK"	"+"	"processed_transcript"	5230	"opposite"	"12479_ID"
"12480"	"chr15"	25200150	25222997	"ENST00000580062.5_1"	"SNURF"	"+"	"nonsense_mediated_decay"	"chr15"	25068793	25223729	"ENST00000400100.5_1"	"SNRPN"	"+"	"protein_coding"	22865	"same"	"12480_ID"
"12481"	"chr11"	65601449	65624367	"ENST00000530101.5_1"	"SNX32"	"+"	"retained_intron"	"chr11"	65590492	65625628	"ENST00000527752.1_3"	"CFL1"	"-"	"processed_transcript"	23063	"opposite"	"12481_ID"
"12482"	"chr6"	158306145	158313818	"ENST00000446768.1_3"	"SNX9-AS1"	"-"	"lncRNA"	"chr6"	158244277	158366109	"ENST00000392185.8_3"	"SNX9"	"+"	"protein_coding"	7673	"opposite"	"12482_ID"
"12483"	"chr2"	112249132	112328551	"ENST00000627971.1_2"	"SOCAR"	"+"	"lncRNA"	"chr2"	112226386	112395544	"ENST00000630717.1_2"	"AC017002.2"	"+"	"lncRNA"	79703	"same"	"12483_ID"
"12484"	"chr2"	112249132	112328551	"ENST00000627971.1_2"	"SOCAR"	"+"	"lncRNA"	"chr2"	112186900	112456610	"ENST00000644013.1_3"	"AC017002.3"	"-"	"lncRNA"	79703	"opposite"	"12484_ID"
"12485"	"chr16"	11348264	11350061	"ENST00000332029.3_3"	"SOCS1"	"-"	"protein_coding"	"chr16"	11343483	11475519	"ENST00000649869.1_1"	"RMI2"	"+"	"processed_transcript"	1797	"opposite"	"12485_ID"
"12486"	"chr2"	46926090	46990268	"ENST00000306503.5_1"	"SOCS5"	"+"	"protein_coding"	"chr2"	46926078	47049943	"ENST00000650611.1_1"	"LINC01118"	"+"	"lncRNA"	81294	"same"	"12486_ID"
"12487"	"chr6"	160181289	160183364	"ENST00000535372.1_4"	"SOD2-OT1"	"-"	"lncRNA"	"chr6"	160100150	160183561	"ENST00000546087.5_5"	"SOD2"	"-"	"protein_coding"	2075	"same"	"12487_ID"
"12488"	"chr10"	106424365	106425958	"ENST00000449805.2_3"	"SORCS3-AS1"	"-"	"lncRNA"	"chr10"	106401047	107025000	"ENST00000369701.8_2"	"SORCS3"	"+"	"protein_coding"	1593	"opposite"	"12488_ID"
"12489"	"chr2"	39219419	39220977	"ENST00000594472.1_4"	"SOS1-IT1"	"-"	"lncRNA"	"chr2"	39208689	39348192	"ENST00000402219.8_4"	"SOS1"	"-"	"protein_coding"	1579	"same"	"12489_ID"
"12490"	"chr13"	112721462	112726020	"ENST00000330949.3_3"	"SOX1"	"+"	"protein_coding"	"chr13"	112711329	112762325	"ENST00000658904.1_1"	"SOX1-OT"	"+"	"lncRNA"	4558	"same"	"12490_ID"
"12491"	"chr22"	38368306	38383429	"ENST00000360880.6_3"	"SOX10"	"-"	"protein_coding"	"chr22"	38349703	38437113	"ENST00000407936.5_1"	"POLR2F"	"+"	"protein_coding"	16737	"opposite"	"12491_ID"
"12492"	"chr20"	306238	310868	"ENST00000342665.4_2"	"SOX12"	"+"	"protein_coding"	"chr20"	301009	329134	"ENST00000662580.1_3"	"NRSN2-AS1"	"-"	"lncRNA"	4630	"opposite"	"12492_ID"
"12493"	"chr17"	7491495	7493412	"ENST00000250055.3_4"	"SOX15"	"-"	"protein_coding"	"chr17"	7487170	7496107	"ENST00000423172.6_1"	"MPDU1"	"+"	"protein_coding"	1917	"opposite"	"12493_ID"
"12494"	"chr3"	181429712	181432224	"ENST00000325404.3_2"	"SOX2"	"+"	"protein_coding"	"chr3"	180707557	181460672	"ENST00000660576.1_1"	"SOX2-OT"	"+"	"lncRNA"	2512	"same"	"12494_ID"
"12495"	"chr13"	95361875	95364799	"ENST00000376945.4_4"	"SOX21"	"-"	"protein_coding"	"chr13"	95355707	95455684	"ENST00000665450.1_1"	"SOX21-AS1"	"+"	"lncRNA"	2924	"opposite"	"12495_ID"
"12496"	"chr12"	24376205	24412988	"ENST00000668875.1_1"	"SOX5-AS1"	"+"	"lncRNA"	"chr12"	23686720	24715383	"ENST00000646273.1_3"	"SOX5"	"-"	"protein_coding"	36824	"opposite"	"12496_ID"
"12497"	"chr17"	70117160	70122557	"ENST00000245479.3_3"	"SOX9"	"+"	"protein_coding"	"chr17"	70086599	70137921	"ENST00000414600.1_4"	"SOX9-AS1"	"-"	"lncRNA"	5397	"opposite"	"12497_ID"
"12498"	"chr17"	70117160	70122557	"ENST00000245479.3_3"	"SOX9"	"+"	"protein_coding"	"chr17"	70029912	70217089	"ENST00000674828.1_1"	"AC007461.1"	"-"	"lncRNA"	5397	"opposite"	"12498_ID"
"12499"	"chr2"	171571846	171574588	"ENST00000375281.4_2"	"SP5"	"+"	"protein_coding"	"chr2"	171556877	171627283	"ENST00000671292.1_3"	"AC007405.1"	"-"	"lncRNA"	2742	"opposite"	"12499_ID"
"12500"	"chr19"	49109998	49110971	"ENST00000321762.3_2"	"SPACA4"	"+"	"protein_coding"	"chr19"	49104066	49116819	"ENST00000263266.3_3"	"FAM83E"	"-"	"protein_coding"	973	"opposite"	"12500_ID"
"12501"	"chrX"	47863733	47869042	"ENST00000304355.9_1"	"SPACA5"	"+"	"protein_coding"	"chrX"	47842755	47930508	"ENST00000428463.5_3"	"ZNF630"	"-"	"nonsense_mediated_decay"	5393	"opposite"	"12501_ID"
"12502"	"chr17"	26904591	26926043	"ENST00000321765.10_6"	"SPAG5"	"-"	"protein_coding"	"chr17"	26782769	26941201	"ENST00000481916.6_3"	"AC005726.1"	"-"	"nonsense_mediated_decay"	21461	"same"	"12502_ID"
"12503"	"chrX"	140671795	140673133	"ENST00000370519.3_3"	"SPANXA1"	"-"	"protein_coding"	"chrX"	140271507	140737305	"ENST00000662492.1_1"	"SPANXA2-OT1"	"+"	"lncRNA"	1338	"opposite"	"12503_ID"
"12504"	"chrX"	140677834	140678889	"ENST00000370518.4_2"	"SPANXA2"	"+"	"protein_coding"	"chrX"	140271507	140737305	"ENST00000662492.1_1"	"SPANXA2-OT1"	"+"	"lncRNA"	1055	"same"	"12504_ID"
"12505"	"chrX"	140335595	140336650	"ENST00000358993.3_4"	"SPANXC"	"-"	"protein_coding"	"chrX"	140271507	140737305	"ENST00000662492.1_1"	"SPANXA2-OT1"	"+"	"lncRNA"	1055	"opposite"	"12505_ID"
"12506"	"chr13"	36920567	36943738	"ENST00000488319.5_1"	"SPART-AS1"	"+"	"lncRNA"	"chr13"	36875776	36944317	"ENST00000355182.8_3"	"SPART"	"-"	"protein_coding"	23171	"opposite"	"12506_ID"
"12507"	"chr3"	57094691	57109460	"ENST00000334325.2_2"	"SPATA12"	"+"	"protein_coding"	"chr3"	56761445	57113336	"ENST00000338458.8_3"	"ARHGEF3"	"-"	"protein_coding"	14769	"opposite"	"12507_ID"
"12508"	"chr13"	24553943	24881207	"ENST00000424834.6_3"	"SPATA13"	"+"	"protein_coding"	"chr13"	24553838	24895169	"ENST00000382141.4_1"	"AL359736.1"	"+"	"nonsense_mediated_decay"	327269	"same"	"12508_ID"
"12509"	"chr13"	24826886	24828577	"ENST00000430733.1_3"	"SPATA13-AS1"	"-"	"lncRNA"	"chr13"	24553943	24881207	"ENST00000424834.6_3"	"SPATA13"	"+"	"protein_coding"	1691	"opposite"	"12509_ID"
"12510"	"chr13"	24826886	24828577	"ENST00000430733.1_3"	"SPATA13-AS1"	"-"	"lncRNA"	"chr13"	24553838	24895169	"ENST00000382141.4_1"	"AL359736.1"	"+"	"nonsense_mediated_decay"	1691	"opposite"	"12510_ID"
"12511"	"chr1"	217954539	217958462	"ENST00000415765.1_3"	"SPATA17-AS1"	"-"	"lncRNA"	"chr1"	217804685	218045038	"ENST00000366933.5_2"	"SPATA17"	"+"	"protein_coding"	3923	"opposite"	"12511_ID"
"12512"	"chr9"	84558500	84564953	"ENST00000445385.2_2"	"SPATA31D3"	"+"	"protein_coding"	"chr9"	84545140	84592004	"ENST00000585776.5_3"	"AL158154.3"	"-"	"lncRNA"	6453	"opposite"	"12512_ID"
"12513"	"chr17"	43331759	43339461	"ENST00000331780.5_4"	"SPATA32"	"-"	"protein_coding"	"chr17"	43325282	43347181	"ENST00000657572.1_1"	"MAP3K14-AS1"	"+"	"lncRNA"	7702	"opposite"	"12513_ID"
"12514"	"chr1"	109399838	109401146	"ENST00000369989.2_1"	"SPATA42"	"+"	"lncRNA"	"chr1"	109380281	109506106	"ENST00000357393.6_5"	"AKNAD1"	"-"	"protein_coding"	1308	"opposite"	"12514_ID"
"12515"	"chr1"	162342992	162346644	"ENST00000367935.10_5"	"SPATA46"	"-"	"protein_coding"	"chr1"	162335196	162351905	"ENST00000431696.1_6"	"AL512785.2"	"+"	"protein_coding"	3652	"opposite"	"12515_ID"
"12516"	"chr7"	44037495	44048457	"ENST00000652520.1_2"	"SPDYE1"	"+"	"protein_coding"	"chr7"	43991508	44058750	"ENST00000454572.1_3"	"AC004951.4"	"-"	"lncRNA"	12226	"opposite"	"12516_ID"
"12517"	"chr7"	44037495	44048457	"ENST00000652520.1_2"	"SPDYE1"	"+"	"protein_coding"	"chr7"	43980493	44058748	"ENST00000427076.5_3"	"POLR2J4"	"-"	"lncRNA"	12226	"opposite"	"12517_ID"
"12518"	"chr7"	74938328	74944219	"ENST00000651045.1_2"	"SPDYE14"	"+"	"protein_coding"	"chr7"	74925042	74954642	"ENST00000650609.1_3"	"AC211476.5"	"-"	"lncRNA"	5891	"opposite"	"12518_ID"
"12519"	"chr7"	76651635	76661678	"ENST00000671986.2_4"	"SPDYE17"	"-"	"protein_coding"	"chr7"	76610418	76673092	"ENST00000579700.1_2"	"DTX2P1-UPK3BP1-PMS2P11"	"+"	"lncRNA"	10043	"opposite"	"12519_ID"
"12520"	"chr7"	102191678	102202516	"ENST00000507918.5_2"	"SPDYE2"	"+"	"protein_coding"	"chr7"	102178366	102213096	"ENST00000486319.5_4"	"POLR2J3"	"-"	"nonsense_mediated_decay"	11077	"opposite"	"12520_ID"
"12521"	"chr7"	102191678	102202516	"ENST00000507918.5_2"	"SPDYE2"	"+"	"protein_coding"	"chr7"	102181947	102232891	"ENST00000514917.3_4"	"AC093668.1"	"-"	"protein_coding"	11077	"opposite"	"12521_ID"
"12522"	"chr7"	102290771	102301606	"ENST00000507450.5_2"	"SPDYE2B"	"+"	"protein_coding"	"chr7"	102219550	102319742	"ENST00000639209.1_3"	"AC105052.4"	"-"	"lncRNA"	11074	"opposite"	"12522_ID"
"12523"	"chr7"	102290771	102301606	"ENST00000507450.5_2"	"SPDYE2B"	"+"	"protein_coding"	"chr7"	102277495	102312088	"ENST00000476151.5_3"	"AC105052.3"	"-"	"nonsense_mediated_decay"	11074	"opposite"	"12523_ID"
"12524"	"chr2"	220360846	220363009	"ENST00000651166.1_1"	"SPEGNB"	"+"	"protein_coding"	"chr2"	220346794	220381599	"ENST00000429882.1_3"	"ASIC4-AS1"	"-"	"lncRNA"	2163	"opposite"	"12524_ID"
"12525"	"chr17"	7323642	7324951	"ENST00000323675.4_2"	"SPEM1"	"+"	"protein_coding"	"chr17"	7323421	7347400	"ENST00000575310.1_1"	"AC113189.2"	"+"	"lncRNA"	1309	"same"	"12525_ID"
"12526"	"chr17"	7328934	7330887	"ENST00000333870.8_4"	"SPEM2"	"+"	"protein_coding"	"chr17"	7323421	7347400	"ENST00000575310.1_1"	"AC113189.2"	"+"	"lncRNA"	1953	"same"	"12526_ID"
"12527"	"chr17"	7332175	7336139	"ENST00000636696.4_4"	"SPEM3"	"+"	"protein_coding"	"chr17"	7323421	7347400	"ENST00000575310.1_1"	"AC113189.2"	"+"	"lncRNA"	3964	"same"	"12527_ID"
"12528"	"chrX"	62567106	62571211	"ENST00000374884.3_4"	"SPIN4"	"-"	"protein_coding"	"chrX"	62442871	62780822	"ENST00000667050.1_3"	"LINC01278"	"-"	"lncRNA"	4105	"same"	"12528_ID"
"12529"	"chrX"	62569524	62572057	"ENST00000451979.1_1"	"SPIN4-AS1"	"+"	"lncRNA"	"chrX"	62442871	62780822	"ENST00000667050.1_3"	"LINC01278"	"-"	"lncRNA"	2533	"opposite"	"12529_ID"
"12530"	"chr5"	147647742	147665817	"ENST00000512953.5_2"	"SPINK13"	"+"	"protein_coding"	"chr5"	147467792	147763432	"ENST00000667608.1_3"	"AC011346.1"	"-"	"lncRNA"	18076	"opposite"	"12530_ID"
"12531"	"chr5"	147549295	147554961	"ENST00000356972.1_1"	"SPINK14"	"+"	"protein_coding"	"chr5"	147467792	147763432	"ENST00000667608.1_3"	"AC011346.1"	"-"	"lncRNA"	5666	"opposite"	"12531_ID"
"12532"	"chr5"	147582356	147594699	"ENST00000621437.4_1"	"SPINK6"	"+"	"protein_coding"	"chr5"	147467792	147763432	"ENST00000667608.1_3"	"AC011346.1"	"-"	"lncRNA"	12344	"opposite"	"12532_ID"
"12533"	"chr5"	147691985	147695482	"ENST00000274565.5_3"	"SPINK7"	"+"	"protein_coding"	"chr5"	147467792	147763432	"ENST00000667608.1_3"	"AC011346.1"	"-"	"lncRNA"	3504	"opposite"	"12533_ID"
"12534"	"chr5"	147700765	147719285	"ENST00000511717.6_1"	"SPINK9"	"+"	"protein_coding"	"chr5"	147467792	147763432	"ENST00000667608.1_3"	"AC011346.1"	"-"	"lncRNA"	18650	"opposite"	"12534_ID"
"12535"	"chr16"	28986092	28995869	"ENST00000565975.5_1"	"SPNS1"	"+"	"protein_coding"	"chr16"	28352754	29381593	"ENST00000675058.1_1"	"AC009093.11"	"+"	"lncRNA"	10328	"same"	"12535_ID"
"12536"	"chr4"	88896801	88904562	"ENST00000614857.4_3"	"SPP1"	"+"	"protein_coding"	"chr4"	88895536	88929629	"ENST00000662475.1_3"	"AC131944.1"	"-"	"lncRNA"	7777	"opposite"	"12536_ID"
"12537"	"chr17"	43922246	43924433	"ENST00000329196.7_2"	"SPPL2C"	"+"	"protein_coding"	"chr17"	43876755	43972996	"ENST00000634876.1_3"	"MAPT-AS1"	"-"	"lncRNA"	2187	"opposite"	"12537_ID"
"12538"	"chr12"	56862361	56873492	"ENST00000338146.7_3"	"SPRYD4"	"+"	"protein_coding"	"chr12"	56843483	56881954	"ENST00000648304.1_3"	"AC097104.1"	"-"	"nonsense_mediated_decay"	11131	"opposite"	"12538_ID"
"12539"	"chr2"	54743184	54767834	"ENST00000433475.1_3"	"SPTBN1-AS1"	"-"	"lncRNA"	"chr2"	54683453	54898582	"ENST00000615901.4_2"	"SPTBN1"	"+"	"protein_coding"	24650	"opposite"	"12539_ID"
"12540"	"chr14"	34901993	34931446	"ENST00000298130.5_4"	"SPTSSA"	"-"	"protein_coding"	"chr14"	34454586	34931980	"ENST00000551935.5_3"	"EGLN3"	"-"	"processed_transcript"	29453	"same"	"12540_ID"
"12541"	"chr3"	9055806	9057663	"ENST00000414633.1_1"	"SRGAP3-AS1"	"+"	"lncRNA"	"chr3"	9022274	9291330	"ENST00000383836.8_7"	"SRGAP3"	"-"	"protein_coding"	1857	"opposite"	"12541_ID"
"12542"	"chr3"	9234218	9236137	"ENST00000450920.1_1"	"SRGAP3-AS2"	"+"	"lncRNA"	"chr3"	9022274	9291330	"ENST00000383836.8_7"	"SRGAP3"	"-"	"protein_coding"	1961	"opposite"	"12542_ID"
"12543"	"chr3"	9258578	9261192	"ENST00000432981.2_1"	"SRGAP3-AS3"	"+"	"lncRNA"	"chr3"	9022274	9291330	"ENST00000383836.8_7"	"SRGAP3"	"-"	"protein_coding"	2614	"opposite"	"12543_ID"
"12544"	"chr3"	9291425	9299191	"ENST00000449023.2_4"	"SRGAP3-AS4"	"+"	"lncRNA"	"chr3"	9166421	9404737	"ENST00000490889.2_3"	"SRGAP3"	"-"	"processed_transcript"	7766	"opposite"	"12544_ID"
"12545"	"chr7"	87845974	87848541	"ENST00000520993.1_1"	"SRI-AS1"	"+"	"lncRNA"	"chr7"	87835752	87856291	"ENST00000490437.5_3"	"SRI"	"-"	"protein_coding"	2567	"opposite"	"12545_ID"
"12546"	"chrX"	38008588	38080177	"ENST00000432886.6_4"	"SRPX"	"-"	"protein_coding"	"chrX"	37208582	38546928	"ENST00000465127.1_1"	"AF241726.1"	"+"	"protein_coding"	71589	"opposite"	"12546_ID"
"12547"	"chr17"	74730196	74733415	"ENST00000392485.2_3"	"SRSF2"	"-"	"protein_coding"	"chr17"	74729059	74734604	"ENST00000587459.1_1"	"AC005837.2"	"+"	"protein_coding"	3219	"opposite"	"12547_ID"
"12548"	"chr3"	42623331	42636606	"ENST00000447630.5_2"	"SS18L2"	"+"	"protein_coding"	"chr3"	42589495	42642572	"ENST00000417572.5_3"	"SEC22C"	"-"	"protein_coding"	15095	"opposite"	"12548_ID"
"12549"	"chr1"	54702112	54704736	"ENST00000361350.5_1"	"SSBP3-AS1"	"+"	"lncRNA"	"chr1"	54691105	54872068	"ENST00000610401.4_3"	"SSBP3"	"-"	"protein_coding"	2624	"opposite"	"12549_ID"
"12550"	"chr1"	155978838	155990742	"ENST00000295702.9_4"	"SSR2"	"-"	"protein_coding"	"chr1"	155971743	156002698	"ENST00000650235.1_1"	"AL355388.2"	"+"	"lncRNA"	11904	"opposite"	"12550_ID"
"12551"	"chr17"	71161148	71172772	"ENST00000357585.4_3"	"SSTR2"	"+"	"protein_coding"	"chr17"	71161115	71192732	"ENST00000580671.1_1"	"AC097641.1"	"+"	"lncRNA"	11624	"same"	"12551_ID"
"12552"	"chr20"	23015948	23019874	"ENST00000255008.5_2"	"SSTR4"	"+"	"protein_coding"	"chr20"	23011499	23019878	"ENST00000440921.6_3"	"AL049651.2"	"+"	"lncRNA"	3926	"same"	"12552_ID"
"12553"	"chr7"	124116424	124117009	"ENST00000473520.1_2"	"SSU72P8"	"+"	"protein_coding"	"chr7"	123672666	124129626	"ENST00000652254.1_2"	"AC006148.1"	"+"	"lncRNA"	585	"same"	"12553_ID"
"12554"	"chr15"	80191245	80216044	"ENST00000485386.1_3"	"ST20"	"-"	"protein_coding"	"chr15"	80137536	80216086	"ENST00000479961.1_6"	"ST20-MTHFS"	"-"	"protein_coding"	24863	"same"	"12554_ID"
"12555"	"chr1"	44175062	44193014	"ENST00000437753.1_3"	"ST3GAL3-AS1"	"-"	"lncRNA"	"chr1"	44115819	44396686	"ENST00000645057.1_1"	"AL451062.2"	"+"	"nonsense_mediated_decay"	17952	"opposite"	"12555_ID"
"12556"	"chr1"	44175062	44193014	"ENST00000437753.1_3"	"ST3GAL3-AS1"	"-"	"lncRNA"	"chr1"	44173203	44396837	"ENST00000330208.6_1"	"ST3GAL3"	"+"	"protein_coding"	17952	"opposite"	"12556_ID"
"12557"	"chr2"	86116273	86118259	"ENST00000665352.1_1"	"ST3GAL5-AS1"	"+"	"lncRNA"	"chr2"	86066310	86132322	"ENST00000640418.1_3"	"ST3GAL5"	"-"	"protein_coding"	1986	"opposite"	"12557_ID"
"12558"	"chr2"	107439378	107441487	"ENST00000446058.1_3"	"ST6GAL2-IT1"	"-"	"lncRNA"	"chr2"	107418055	107503563	"ENST00000361686.8_3"	"ST6GAL2"	"-"	"protein_coding"	2109	"same"	"12558_ID"
"12559"	"chr9"	130647599	130667609	"ENST00000622357.5_4"	"ST6GALNAC6"	"-"	"protein_coding"	"chr9"	130630128	130668301	"ENST00000643029.1_7"	"AL157935.2"	"-"	"nonsense_mediated_decay"	20088	"same"	"12559_ID"
"12560"	"chr7"	116712480	116785612	"ENST00000432541.5_3"	"ST7-AS2"	"-"	"lncRNA"	"chr7"	116593291	116870150	"ENST00000393446.6_6"	"ST7"	"+"	"protein_coding"	74409	"opposite"	"12560_ID"
"12561"	"chr7"	116594516	116738860	"ENST00000471110.5_1"	"ST7-OT4"	"+"	"lncRNA"	"chr7"	116593291	116870150	"ENST00000393446.6_6"	"ST7"	"+"	"protein_coding"	144908	"same"	"12561_ID"
"12562"	"chr10"	17428934	17487757	"ENST00000657045.1_1"	"ST8SIA6-AS1"	"+"	"lncRNA"	"chr10"	17357419	17496594	"ENST00000377602.5_4"	"ST8SIA6"	"-"	"protein_coding"	58840	"opposite"	"12562_ID"
"12563"	"chr13"	33754537	33855375	"ENST00000628131.2_3"	"STARD13-AS"	"+"	"lncRNA"	"chr13"	33701566	33924767	"ENST00000567873.1_3"	"STARD13"	"-"	"protein_coding"	101184	"opposite"	"12563_ID"
"12564"	"chr13"	33732723	33738546	"ENST00000456087.1_3"	"STARD13-IT1"	"-"	"lncRNA"	"chr13"	33701566	33924767	"ENST00000567873.1_3"	"STARD13"	"-"	"protein_coding"	5823	"same"	"12564_ID"
"12565"	"chr4"	77227178	77232752	"ENST00000237642.6_1"	"STBD1"	"+"	"protein_coding"	"chr4"	77161892	77233251	"ENST00000670253.1_3"	"AC034139.1"	"-"	"lncRNA"	5574	"opposite"	"12565_ID"
"12566"	"chr7"	89783782	89794141	"ENST00000297205.7_2"	"STEAP1"	"+"	"protein_coding"	"chr7"	89511666	89840949	"ENST00000478318.6_3"	"STEAP2-AS1"	"-"	"lncRNA"	10374	"opposite"	"12566_ID"
"12567"	"chr17"	44076615	44077060	"ENST00000537309.1_2"	"STH"	"+"	"protein_coding"	"chr17"	43971919	44105700	"ENST00000262410.10_3"	"MAPT"	"+"	"protein_coding"	445	"same"	"12567_ID"
"12568"	"chr4"	26861427	26862254	"ENST00000667363.1_3"	"STIM2-AS1"	"-"	"lncRNA"	"chr4"	26859222	27025569	"ENST00000477474.3_2"	"STIM2"	"+"	"nonsense_mediated_decay"	827	"opposite"	"12568_ID"
