"ENST_Nested"	"ENST_Host"	"geneChr_Nested"	"geneStart_Nested"	"geneEnd_Nested"	"SYMBOL_Nested"	"Strand_Nested"	"biotype_Nested"	"geneChr_Host"	"geneStart_Host"	"geneEnd_Host"	"SYMBOL_Host"	"Strand_Host"	"biotype_Host"	"Overlap_size"	"Strandness"	"pairid"	"Host_mouse_ortholog"	"Nested_mouse_ortholog"
"8238"	"ENST00000530142.5"	"ENST00000675888.1"	"chr8"	145579090	145583036	"FBXL6"	"-"	"retained_intron"	"chr8"	145557618	145584912	"SLC52A2"	"+"	"protein_coding"	3946	"opposite"	"7008_ID"	"Slc52a2"	"Fbxl6"
"8241"	"ENST00000530210.1"	"ENST00000532852.5"	"chr11"	71589498	71595607	"DEFB131B"	"+"	"protein_coding"	"chr11"	71576554	71630003	"AP002495.1"	"-"	"protein_coding"	6109	"opposite"	"6787_ID"	"Xndc1"	"Defb43"
"8261"	"ENST00000530908.5"	"ENST00000399201.5"	"chr21"	37442238	37445464	"CBR1"	"+"	"protein_coding"	"chr21"	37415983	37451687	"SETD4"	"-"	"protein_coding"	3226	"opposite"	"6559_ID"	"Setd4"	"Gm5678"
"8262"	"ENST00000530908.5"	"ENST00000399201.5"	"chr21"	37442238	37445464	"CBR1"	"+"	"protein_coding"	"chr21"	37415983	37451687	"SETD4"	"-"	"protein_coding"	3226	"opposite"	"6559_ID"	"Setd4"	"Cbr1"
"8290"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r116"	"Tas2r120"
"8291"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r116"	"Tas2r136"
"8292"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r117"	"Tas2r120"
"8293"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r117"	"Tas2r136"
"8294"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r125"	"Tas2r120"
"8295"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r125"	"Tas2r136"
"8296"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r113"	"Tas2r120"
"8297"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r113"	"Tas2r136"
"8298"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r115"	"Tas2r120"
"8299"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r115"	"Tas2r136"
"8300"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r109"	"Tas2r120"
"8301"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r109"	"Tas2r136"
"8302"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r103"	"Tas2r120"
"8303"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r103"	"Tas2r136"
"8306"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r129"	"Tas2r120"
"8307"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r129"	"Tas2r136"
"8308"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r140"	"Tas2r120"
"8309"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r140"	"Tas2r136"
"8310"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r110"	"Tas2r120"
"8311"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r110"	"Tas2r136"
"8312"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r123"	"Tas2r120"
"8313"	"ENST00000531678.1"	"ENST00000381852.4"	"chr12"	11243885	11244912	"TAS2R43"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1027	"same"	"12620_ID"	"Tas2r123"	"Tas2r136"
"8345"	"ENST00000532830.5"	"ENST00000622583.4"	"chr11"	67119018	67124443	"POLD4"	"-"	"protein_coding"	"chr11"	67085341	67158905	"RAD9A"	"+"	"processed_transcript"	6201	"opposite"	"9593_ID"	"Rad9a"	"Pold4"
"8346"	"ENST00000532830.5"	"ENST00000622583.4"	"chr11"	67119018	67124443	"POLD4"	"-"	"protein_coding"	"chr11"	67085341	67158905	"RAD9A"	"+"	"processed_transcript"	6201	"opposite"	"9593_ID"	"Rad9a"	"Gm45928"
"8358"	"ENST00000533372.1"	"ENST00000551063.5"	"chr12"	49976668	49999410	"FAM186B"	"-"	"nonsense_mediated_decay"	"chr12"	49962154	50024408	"PRPF40B"	"+"	"protein_coding"	22755	"opposite"	"6967_ID"	"Prpf40b"	"Fam186b"
"8360"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r140"	"Tas2r120"
"8361"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r140"	"Tas2r136"
"8364"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r129"	"Tas2r120"
"8365"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r129"	"Tas2r136"
"8366"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r123"	"Tas2r120"
"8367"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r123"	"Tas2r136"
"8368"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r110"	"Tas2r120"
"8369"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r110"	"Tas2r136"
"8372"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r109"	"Tas2r120"
"8373"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r109"	"Tas2r136"
"8374"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r116"	"Tas2r120"
"8375"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r116"	"Tas2r136"
"8376"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r125"	"Tas2r120"
"8377"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r125"	"Tas2r136"
"8378"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r113"	"Tas2r120"
"8379"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r113"	"Tas2r136"
"8380"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r115"	"Tas2r120"
"8381"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r115"	"Tas2r136"
"8382"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r103"	"Tas2r120"
"8383"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r103"	"Tas2r136"
"8384"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r117"	"Tas2r120"
"8385"	"ENST00000533467.1"	"ENST00000381852.4"	"chr12"	11213963	11214893	"TAS2R46"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	930	"same"	"12623_ID"	"Tas2r117"	"Tas2r136"
"8392"	"ENST00000533755.5"	"ENST00000403829.7"	"chr14"	21492267	21499167	"TPPP2"	"+"	"retained_intron"	"chr14"	21485379	21539031	"NDRG2"	"-"	"protein_coding"	12168	"opposite"	"12770_ID"	"Ndrg2"	"Tppp2"
"8502"	"ENST00000539261.6"	"ENST00000527783.1"	"chr12"	15033797	15038788	"MGP"	"-"	"protein_coding"	"chr12"	14956610	15059520	"C12orf60"	"+"	"processed_transcript"	4994	"opposite"	"7947_ID"	"BC049715"	"Mgp"
"8506"	"ENST00000539393.5"	"ENST00000307378.10"	"chr12"	21507892	21531429	"IAPP"	"+"	"protein_coding"	"chr12"	21417533	21548371	"SLCO1A2"	"-"	"protein_coding"	25022	"opposite"	"7321_ID"	"Slco1a6"	"Iapp"
"8507"	"ENST00000539393.5"	"ENST00000307378.10"	"chr12"	21507892	21531429	"IAPP"	"+"	"protein_coding"	"chr12"	21417533	21548371	"SLCO1A2"	"-"	"protein_coding"	25022	"opposite"	"7321_ID"	"Slco1a5"	"Iapp"
"8508"	"ENST00000539393.5"	"ENST00000307378.10"	"chr12"	21507892	21531429	"IAPP"	"+"	"protein_coding"	"chr12"	21417533	21548371	"SLCO1A2"	"-"	"protein_coding"	25022	"opposite"	"7321_ID"	"Gm5724"	"Iapp"
"8509"	"ENST00000539393.5"	"ENST00000307378.10"	"chr12"	21507892	21531429	"IAPP"	"+"	"protein_coding"	"chr12"	21417533	21548371	"SLCO1A2"	"-"	"protein_coding"	25022	"opposite"	"7321_ID"	"Gm6614"	"Iapp"
"8510"	"ENST00000539393.5"	"ENST00000307378.10"	"chr12"	21507892	21531429	"IAPP"	"+"	"protein_coding"	"chr12"	21417533	21548371	"SLCO1A2"	"-"	"protein_coding"	25022	"opposite"	"7321_ID"	"Slco1a1"	"Iapp"
"8511"	"ENST00000539393.5"	"ENST00000307378.10"	"chr12"	21507892	21531429	"IAPP"	"+"	"protein_coding"	"chr12"	21417533	21548371	"SLCO1A2"	"-"	"protein_coding"	25022	"opposite"	"7321_ID"	"Slco1a4"	"Iapp"
"8516"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r115"	"Tas2r136"
"8517"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r115"	"Tas2r120"
"8518"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r113"	"Tas2r136"
"8519"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r113"	"Tas2r120"
"8520"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r117"	"Tas2r136"
"8521"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r117"	"Tas2r120"
"8522"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r123"	"Tas2r136"
"8523"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r123"	"Tas2r120"
"8524"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r140"	"Tas2r136"
"8525"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r140"	"Tas2r120"
"8528"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r110"	"Tas2r136"
"8529"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r110"	"Tas2r120"
"8532"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r103"	"Tas2r136"
"8533"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r103"	"Tas2r120"
"8534"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r125"	"Tas2r136"
"8535"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r125"	"Tas2r120"
"8536"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r129"	"Tas2r136"
"8537"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r129"	"Tas2r120"
"8538"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r109"	"Tas2r136"
"8539"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r109"	"Tas2r120"
"8540"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r116"	"Tas2r136"
"8541"	"ENST00000539585.1"	"ENST00000381852.4"	"chr12"	11285556	11287243	"TAS2R30"	"-"	"protein_coding"	"chr12"	11090006	11324172	"TAS2R14"	"-"	"processed_transcript"	1687	"same"	"12610_ID"	"Tas2r116"	"Tas2r120"
"8542"	"ENST00000539627.5"	"ENST00000604424.1"	"chr19"	41856815	41889988	"TMEM91"	"+"	"protein_coding"	"chr19"	41856757	41916758	"AC011462.1"	"+"	"processed_transcript"	33173	"same"	"12743_ID"	"Bckdha"	"Tmem91"
"8567"	"ENST00000541806.6"	"ENST00000604604.1"	"chrX"	106143393	106172810	"CLDN2"	"+"	"protein_coding"	"chrX"	106057100	106236570	"MORC4"	"-"	"protein_coding"	30698	"opposite"	"6660_ID"	"Morc4"	"Cldn2"
"8573"	"ENST00000541899.2"	"ENST00000307198.11"	"chr11"	71816969	71820375	"AP000812.3"	"+"	"protein_coding"	"chr11"	71791376	71821823	"AP000812.4"	"+"	"protein_coding"	3406	"same"	"6033_ID"	"Tomt"	"Tomt"
"8575"	"ENST00000542029.1"	"ENST00000379061.8"	"chr17"	26696702	26700110	"VTN"	"-"	"protein_coding"	"chr17"	26691377	26725151	"SARM1"	"+"	"processed_transcript"	5806	"opposite"	"12897_ID"	"Sarm1"	"Vtn"
"8583"	"ENST00000542735.2"	"ENST00000504897.2"	"chr5"	140050378	140053161	"DND1"	"-"	"protein_coding"	"chr5"	140047818	140053709	"WDR55"	"+"	"nonsense_mediated_decay"	2783	"opposite"	"6828_ID"	"Wdr55"	"Dnd1"
"8594"	"ENST00000543494.1"	"ENST00000622583.4"	"chr11"	67119042	67141055	"AP003419.1"	"-"	"protein_coding"	"chr11"	67085341	67158905	"RAD9A"	"+"	"processed_transcript"	22013	"opposite"	"6254_ID"	"Rad9a"	"Gm45928"
"8595"	"ENST00000543494.1"	"ENST00000622583.4"	"chr11"	67119042	67141055	"AP003419.1"	"-"	"protein_coding"	"chr11"	67085341	67158905	"RAD9A"	"+"	"processed_transcript"	22013	"opposite"	"6254_ID"	"Rad9a"	"Pold4"
"8603"	"ENST00000543818.5"	"ENST00000280663.12"	"chr12"	1929432	1945918	"LRTM2"	"+"	"protein_coding"	"chr12"	1901128	2027832	"CACNA2D4"	"-"	"retained_intron"	16487	"opposite"	"7877_ID"	"Cacna2d4"	"Lrtm2"
"8627"	"ENST00000544369.5"	"ENST00000410011.5"	"chr2"	128403438	128410212	"GPR17"	"+"	"protein_coding"	"chr2"	128396002	128439360	"LIMS2"	"-"	"protein_coding"	6775	"opposite"	"7157_ID"	"Lims2"	"Gpr17"
"8630"	"ENST00000544381.4"	"ENST00000490935.5"	"chr2"	63815742	63834328	"MDH1"	"+"	"protein_coding"	"chr2"	63711737	64054977	"WDPCP"	"-"	"processed_transcript"	18589	"opposite"	"7936_ID"	"Wdpcp"	"Mdh1"
"8640"	"ENST00000545249.5"	"ENST00000307198.11"	"chr11"	71796940	71814292	"LAMTOR1"	"-"	"protein_coding"	"chr11"	71791376	71821823	"AP000812.4"	"+"	"protein_coding"	17403	"opposite"	"7506_ID"	"Tomt"	"Lamtor1"
"8654"	"ENST00000545990.6"	"ENST00000536588.1"	"chr12"	4724673	4758213	"AKAP3"	"-"	"protein_coding"	"chr12"	4714109	4771809	"AC005832.4"	"+"	"nonsense_mediated_decay"	33544	"opposite"	"4426_ID"	"Dyrk4"	"Akap3"
"8662"	"ENST00000546361.7"	"ENST00000409035.1"	"chr19"	16628704	16653248	"CHERP"	"-"	"protein_coding"	"chr19"	16589877	16739015	"AC008764.1"	"-"	"nonsense_mediated_decay"	24544	"same"	"6636_ID"	"Med26"	"Cherp"
"8677"	"ENST00000546910.6"	"ENST00000465654.5"	"chr7"	141627156	141646774	"CLEC5A"	"-"	"protein_coding"	"chr7"	141607612	141720880	"MGAM"	"+"	"protein_coding"	19651	"opposite"	"6663_ID"	"Mgam"	"Clec5a"
"8691"	"ENST00000547270.1"	"ENST00000465654.5"	"chr7"	141672430	141673573	"TAS2R38"	"-"	"protein_coding"	"chr7"	141607612	141720880	"MGAM"	"+"	"protein_coding"	1143	"opposite"	"12615_ID"	"Mgam"	"Tas2r138"
"8705"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp101"
"8706"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp955b"
"8707"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp709"
"8708"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp882"
"8709"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp617"
"8710"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp952"
"8711"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp871"
"8712"	"ENST00000547628.2"	"ENST00000547473.1"	"chr19"	12154619	12163776	"ZNF878"	"-"	"protein_coding"	"chr19"	12128702	12163782	"AC008770.1"	"-"	"nonsense_mediated_decay"	9157	"same"	"13081_ID"	"Zfp869"	"Zfp799"
